Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
30,"O Chaparro, JM Florez, A Marcus","Using bug descriptions to reformulate queries during text-retrieval-based bug localization",2019,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9672-z","https://scholar.google.com/scholar?cites=13617560531840790076&as_sdt=2005&sciodt=2007&hl=en",58,"2022-09-05 09:28:12","","10.1007/s10664-018-9672-z","","",,,,,30,10.00,10,3,3,"… We provide an online replication package (Chaparro et al. 2018) for our empirical study. The package includes code corpora, initial and reformulated queries, gold sets (ie, buggy code …","https://par.nsf.gov/servlets/purl/10120539","https://scholar.google.com/scholar?q=related:PO6_nydL-7wJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"E Fregnan, F Petrulio, L Di Geronimo…","What happens in my code reviews? An investigation on automatically classifying review changes",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10075-5","",59,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10075-5","","",,,,,0,0.00,0,4,1,"… types and subtypes, respectively, can be found in our replication package. Footnote 1 … The code developed to extract and compute the metrics is available in our replication package …","https://link.springer.com/article/10.1007/s10664-021-10075-5","https://scholar.google.com/scholar?q=related:E4bBZmYMIOIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
105,"V Arnaoudova, M Di Penta, G Antoniol","Linguistic antipatterns: What they are and how developers perceive them",2016,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-014-9350-8","https://scholar.google.com/scholar?cites=6347617789258010239&as_sdt=2005&sciodt=2007&hl=en",60,"2022-09-05 09:28:12","","10.1007/s10664-014-9350-8","","",,,,,105,17.50,35,3,6,"… A replication package is available. Footnote 8 It contains (i) all the material used in the studies, ie, instructions, questionnaires, and LA examples, and (ii) working data sets containing …","http://www.veneraarnaoudova.com/wp-content/uploads/2014/10/2014-EMSE-Arnaodova-et-al-Perception-LAs.pdf","https://scholar.google.com/scholar?q=related:f46sir9EF1gJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
17,"S Fakhoury, D Roy, Y Ma, V Arnaoudova…","Measuring the impact of lexical and structural inconsistencies on developers' cognitive load during bug localization",2020,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09751-4","https://scholar.google.com/scholar?cites=8886078026942958542&as_sdt=2005&sciodt=2007&hl=en",61,"2022-09-05 09:28:12","","10.1007/s10664-019-09751-4","","",,,,,17,8.50,3,5,2,"… All snippets and treatments can be found online in our replication package (Fakhoury 2018a… snippets and their altered versions in our replication package (Fakhoury 2018a). Moreover, …","https://par.nsf.gov/servlets/purl/10135165","https://scholar.google.com/scholar?q=related:zstWkuKwUXsJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
16,"D Ye, L Bao, Z Xing, SW Lin","APIReal: an API recognition and linking approach for online developer forums",2018,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9608-7","https://scholar.google.com/scholar?cites=1319291905091832124&as_sdt=2005&sciodt=2007&hl=en",62,"2022-09-05 09:28:12","","10.1007/s10664-018-9608-7","","",,,,,16,4.00,4,4,4,"… A replication package of our study can be downloaded at https://goo.gl/oeU7k8. This replication package contains the implementation of our API recognition and linking method. We …","https://baolingfeng.github.io/papers/EMSE-APIReal.pdf","https://scholar.google.com/scholar?q=related:PAkMbv8QTxIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
68,"S Vegas, N Juristo, A Moreno, M Solari…","Analysis of the influence of communication between researchers on experiment replication",2006,"… software engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1159733.1159741","https://scholar.google.com/scholar?cites=8824226399407497713&as_sdt=2005&sciodt=2007&hl=en",63,"2022-09-05 09:28:12","","10.1145/1159733.1159741","","",,,,,68,4.25,14,5,16,"… usually goes by the name of replication package, experimental package or laboratory package in experimental SE. We will use the term Replication Package (RP). …","https://www.researchgate.net/profile/Martin-Solari/publication/221440363_Analysis_of_the_influence_of_communication_between_researchers_on_experiment_replication/links/0c960518bbe1a3612e000000/Analysis-of-the-influence-of-communication-between-researchers-on-experiment-replication.pdf","https://scholar.google.com/scholar?q=related:8eFOUijzdXoJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
26,"N Ali, Z Sharafi, YG Guéhéneuc, G Antoniol","An empirical study on the importance of source code entities for requirements traceability",2015,"… software engineering","Springer","https://link.springer.com/article/10.1007/s10664-014-9315-y","https://scholar.google.com/scholar?cites=9665135165828284650&as_sdt=2005&sciodt=2007&hl=en",64,"2022-09-05 09:28:12","","10.1007/s10664-014-9315-y","","",,,,,26,3.71,7,4,7,"Requirements Traceability (RT) links help developers during program comprehension and maintenance tasks. However, creating RT links is a laborious and resource-consuming task. …","https://www.researchgate.net/profile/Yann-Gael-Gueheneuc/publication/261416893_An_empirical_study_on_requirements_traceability_using_eye-tracking/links/5bf865eea6fdcc5388165559/An-empirical-study-on-requirements-traceability-using-eye-tracking.pdf","https://scholar.google.com/scholar?q=related:6sBUqTl1IYYJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
53,"A De Lucia, M Di Penta, R Oliveto, A Panichella…","Labeling source code with information retrieval methods: an empirical study",2014,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-013-9285-5","https://scholar.google.com/scholar?cites=13992928805702285812&as_sdt=2005&sciodt=2007&hl=en",65,"2022-09-05 09:28:12","","10.1007/s10664-013-9285-5","","",,,,,53,6.63,11,5,8,"To support program comprehension, software artifacts can be labeled—for example within software visualization tools—with a set of representative words, hereby referred to as labels. …","https://www.academia.edu/download/40046555/00b7d52946e59965d0000000.pdf20151115-68247-1ge2bqq.pdf","https://scholar.google.com/scholar?q=related:9Dk3b5zeMMIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
68,"M Kondo, CP Bezemer, Y Kamei, AE Hassan…","The impact of feature reduction techniques on defect prediction models",2019,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9679-5","https://scholar.google.com/scholar?cites=12815260249960982239&as_sdt=2005&sciodt=2007&hl=en",66,"2022-09-05 09:28:12","","10.1007/s10664-018-9679-5","","",,,,,68,22.67,14,5,3,"Defect prediction is an important task for preserving software quality. Most prior work on defect prediction uses software features, such as the number of lines of code, to predict whether …","https://posl.ait.kyushu-u.ac.jp/~kamei/publications/Kondo_EMSE2018.pdf","https://scholar.google.com/scholar?q=related:36Ybl0zz2LEJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
13,"M Solari, S Vegas","Classifying and analysing replication packages for software engineering experimentation",2006,"… Series in Empirical Software Engineering …","grise.upm.es","http://grise.upm.es/docs/WSESE_Classifying_and_analysing.pdf","https://scholar.google.com/scholar?cites=14610587772193697155&as_sdt=2005&sciodt=2007&hl=en",67,"2022-09-05 09:28:12","PDF","","","",,,,,13,0.81,7,2,16,"… The replication package is a documentary warehouse of the material needed to perform the replication. A good replication package is structured to improve the exchange of knowledge …","http://grise.upm.es/docs/WSESE_Classifying_and_analysing.pdf","https://scholar.google.com/scholar?q=related:g21FKSs8w8oJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
11,"DM German, B Adams, K Stewart","cregit: Token-level blame information in git version control repositories",2019,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09704-x","https://scholar.google.com/scholar?cites=1157990848993283780&as_sdt=2005&sciodt=2007&hl=en",68,"2022-09-05 09:28:12","","10.1007/s10664-019-09704-x","","",,,,,11,3.67,4,3,3,"… The data in our replication package might be useful for this purpose. … We have made available the token view repositories in this study as part of our replication package to encourage …","","https://scholar.google.com/scholar?q=related:xM5lt4oCEhAJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
36,"MS Rakha, W Shang, AE Hassan","Studying the needed effort for identifying duplicate issues",2016,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-015-9404-6","https://scholar.google.com/scholar?cites=297873468142073021&as_sdt=2005&sciodt=2007&hl=en",69,"2022-09-05 09:28:12","","10.1007/s10664-015-9404-6","","",,,,,36,6.00,12,3,6,"… We share our data and scripts as an online replication package. Footnote 4 … Replication package: http://sailhome.cs.queensu.ca/replication/EMSE2015_DuplicateReports/ …","https://www.researchgate.net/profile/Ahmed-E-Hassan-2/publication/284077596_Studying_the_needed_effort_for_identifying_duplicate_issues/links/578e623308aecbca4caacf36/Studying-the-needed-effort-for-identifying-duplicate-issues.pdf","https://scholar.google.com/scholar?q=related:vTSfUFdCIgQJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
23,"B Xu, L An, F Thung, F Khomh, D Lo","Why reinventing the wheels? An empirical study on library reuse and re-implementation",2020,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09771-0","https://scholar.google.com/scholar?cites=133745530661121206&as_sdt=2005&sciodt=2007&hl=en",70,"2022-09-05 09:28:12","","10.1007/s10664-019-09771-0","","",,,,,23,11.50,5,5,2,"… Furthermore, to allow replication and verification of our study, a replication package is publicly available to interested researchers. Footnote 23 Moreover, we point out several directions …","https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=5503&context=sis_research","https://scholar.google.com/scholar?q=related:tixa_dko2wEJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
18,"R Coppola, M Morisio, M Torchiano, L Ardito","Scripted GUI testing of Android open-source apps: evolution of test code and fragility causes",2019,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09722-9","https://scholar.google.com/scholar?cites=6275452133717481045&as_sdt=2005&sciodt=2007&hl=en",71,"2022-09-05 09:28:12","","10.1007/s10664-019-09722-9","","",,,,,18,6.00,5,4,3,"… We have made available a replication package containing all the test scripts used for the execution of this study on our website. Footnote 11 …","","https://scholar.google.com/scholar?q=related:VZYyg3fiFlcJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
15,"A Rodrigues Santos, I do Carmo Machado…","Comparing the influence of using feature-oriented programming and conditional compilation on comprehending feature-oriented software",2019,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9658-x","https://scholar.google.com/scholar?cites=430419967111165062&as_sdt=2005&sciodt=2007&hl=en",72,"2022-09-05 09:28:12","","10.1007/s10664-018-9658-x","","",,,,,15,5.00,5,3,3,"… A supplementary Web site with the experimentation artifacts of the carried experiments, Footnote 1 which may provide researchers with a replication package. …","https://www.infosun.fim.uni-passau.de/publications/docs/SMA+18emse.pdf","https://scholar.google.com/scholar?q=related:hnTl-60o-QUJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
18,"L Guerrouj, M Di Penta, YG Guéhéneuc…","An experimental investigation on the effects of context on source code identifiers splitting and expansion",2014,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-013-9260-1","https://scholar.google.com/scholar?cites=10118320960883425968&as_sdt=2005&sciodt=2007&hl=en",73,"2022-09-05 09:28:12","","10.1007/s10664-013-9260-1","","",,,,,18,2.25,5,4,8,"Recent and past studies indicate that source code lexicon plays an important role in program comprehension. Developers often compose source code identifiers with abbreviated words …","http://professorlatifaguerrouj.ca/pubs/EMSE-Journal-2014.pdf","https://scholar.google.com/scholar?q=related:sILYBE5_a4wJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
34,"N Peitek, J Siegmund, C Parnin, S Apel…","Simultaneous measurement of program comprehension with fmri and eye tracking: A case study",2018,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3239235.3240495","https://scholar.google.com/scholar?cites=15735067228270167282&as_sdt=2005&sciodt=2007&hl=en",74,"2022-09-05 09:28:12","","10.1145/3239235.3240495","","",,,,,34,8.50,7,5,4,"… We provide all materials as a replication package, and publicly share all developed eye-tracking analysis scripts to support future combined studies. We also share the raw and …","https://dl.acm.org/doi/pdf/10.1145/3239235.3240495","https://scholar.google.com/scholar?q=related:8gTvsUYwXtoJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
39,"R Coelho, L Almeida, G Gousios, A Deursen…","Exception handling bug hazards in Android",2017,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-016-9443-7","https://scholar.google.com/scholar?cites=10055433403048886403&as_sdt=2005&sciodt=2007&hl=en",75,"2022-09-05 09:28:12","","10.1007/s10664-016-9443-7","","",,,,,39,7.80,8,5,5,"Adequate handling of exceptions has proven difficult for many software engineers. Mobile app developers in particular, have to cope with compatibility, middleware, memory constraints, …","https://research.tudelft.nl/files/22371454/TUD_SERG_2016_018.pdf","https://scholar.google.com/scholar?q=related:g4BTc2cTjIsJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
1,"PW Gonçalves, E Fregnan, T Baum…","Do explicit review strategies improve code review performance? Towards understanding the role of cognitive load",2022,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-022-10123-8","https://scholar.google.com/scholar?cites=3773030126171808847&as_sdt=2005&sciodt=2007&hl=en",76,"2022-09-05 09:28:12","HTML","10.1007/s10664-022-10123-8","","",,,,,1,1.00,0,4,1,"… The tool is available in our replication package Footnote 6 . … is available in our replication package Footnote 8 . … tasks (also available in our replication package) and Table 4 provides the …","https://link.springer.com/article/10.1007/s10664-022-10123-8","https://scholar.google.com/scholar?q=related:T2RRzeh-XDQJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"F Wen, C Nagy, M Lanza, G Bavota","Quick remedy commits and their impact on mining software repositories",2022,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10051-z","",77,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10051-z","","",,,,,0,0.00,0,4,1,"… The complete list of considered projects is publicly available in our replication package (… The list of considered projects is available in our replication package (Replication package 2021…","https://link.springer.com/article/10.1007/s10664-021-10051-z","https://scholar.google.com/scholar?q=related:CNHQ9umlBigJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
8,"HM Ayas, P Leitner, R Hebig","Facing the giant: a grounded theory study of decision-making in microservices migrations",2021,"… on Empirical Software Engineering and …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3475716.3475792","https://scholar.google.com/scholar?cites=939855276739559009&as_sdt=2005&sciodt=2007&hl=en",78,"2022-09-05 09:28:12","","10.1145/3475716.3475792","","",,,,,8,8.00,3,3,1,"… The interview guide used in the semi-structured interviews can be found in our replication package [22]. We omit interview transcripts from the replication package to preserve …","https://arxiv.org/pdf/2104.00390","https://scholar.google.com/scholar?q=related:YX5WBmUJCw0J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
17,"P Salza, F Palomba, D Di Nucci, A De Lucia…","Third-party libraries in mobile apps",2020,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09754-1","https://scholar.google.com/scholar?cites=4824226513533632185&as_sdt=2005&sciodt=2007&hl=en",79,"2022-09-05 09:28:12","","10.1007/s10664-019-09754-1","","",,,,,17,8.50,3,5,2,"… Replication Package Besides the contributions reported above, we provide a comprehensive replication package containing the raw data and scripts used to carry out the empirical …","https://drive.google.com/file/d/1wt65Y6JBzdQ9lQGaW4_3yB5i3QvxG5Pf/view","https://scholar.google.com/scholar?q=related:uX4xR3QY80IJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
2,"K Revoredo, D Djurica, J Mendling","A study into the practice of reporting software engineering experiments",2021,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10007-3","https://scholar.google.com/scholar?cites=7470046220688285625&as_sdt=2005&sciodt=2007&hl=en",80,"2022-09-05 09:28:12","HTML","10.1007/s10664-021-10007-3","","",,,,,2,2.00,1,3,1,"… Beyond the reflection that follows, we made a replication package available Footnote 7 , which … We hope that our appendix and the replication package corresponding to this paper will …","https://link.springer.com/article/10.1007/s10664-021-10007-3","https://scholar.google.com/scholar?q=related:ud_fr3XvqmcJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
16,"C Mills, E Parra, J Pantiuchina, G Bavota…","On the relationship between bug reports and queries for text retrieval-based bug localization",2020,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-020-09823-w","https://scholar.google.com/scholar?cites=5785758210672389179&as_sdt=2005&sciodt=2007&hl=en",81,"2022-09-05 09:28:12","","10.1007/s10664-020-09823-w","","",,,,,16,8.00,3,5,2,"… false positive changes, the authors also tagged the change with a reason why it was considered not relevant to fixing the bug; these tags are available as part of the replication package …","https://par.nsf.gov/servlets/purl/10220038","https://scholar.google.com/scholar?q=related:O2xtN3AkS1AJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
30,"A Zagalsky, DM German, MA Storey…","How the R community creates and curates knowledge: an extended study of stack overflow and mailing lists",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-017-9536-y","https://scholar.google.com/scholar?cites=6041953077282600465&as_sdt=2005&sciodt=2007&hl=en",82,"2022-09-05 09:28:12","","10.1007/s10664-017-9536-y","","",,,,,30,7.50,8,4,4,"… To prepare and process the data, we wrote our own scripts (these are included in the replication package Footnote 9 ). To ensure accurate results when processing the R-help mailing …","http://chisel.cs.uvic.ca/pubs/zagalsky-ESE2017.pdf","https://scholar.google.com/scholar?q=related:EfYB6U9U2VMJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
5,"A Zerouali, T Mens, A Decan…","A multi-dimensional analysis of technical lag in Debian-based Docker images",2021,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-020-09908-6","https://scholar.google.com/scholar?cites=5710329885986411411&as_sdt=2005&sciodt=2007&hl=en",83,"2022-09-05 09:28:12","","10.1007/s10664-020-09908-6","","",,,,,5,5.00,1,4,1,"… to reproduce the analysis in this article are available in a replication package (Zerouali 2020). … A transcription of all interviews can be found in the replication package (Zerouali 2020). …","https://orbi.umons.ac.be/bitstream/20.500.12907/37814/1/article.pdf","https://scholar.google.com/scholar?q=related:k1OE1MYqP08J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
16,"M Soltani, P Derakhshanfar, X Devroey…","A benchmark-based evaluation of search-based crash reproduction",2020,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-019-09762-1","https://scholar.google.com/scholar?cites=181229330213078151&as_sdt=2005&sciodt=2007&hl=en",84,"2022-09-05 09:28:12","HTML","10.1007/s10664-019-09762-1","","",,,,,16,8.00,4,4,2,"… Footnote 14 The complete categorization table is available in our replication package. … A replication package for EvoCrash results, their automated analysis, and the results of our …","https://link.springer.com/article/10.1007/s10664-019-09762-1","https://scholar.google.com/scholar?q=related:h4Q7mh3bgwIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
0,"MM Rahman, F Khomh, M Castelluccio","Works for Me! Cannot Reproduce–A Large Scale Empirical Study of Non-reproducible Bugs",2022,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-022-10153-2","",85,"2022-09-05 09:28:12","","10.1007/s10664-022-10153-2","","",,,,,0,0.00,0,3,1,"… However, we share our dataset (ICSME replication package 2020) publicly for third-party replication and reuse. In the replication package (ICSME replication package 2020), we also …","https://web.cs.dal.ca/~masud/papers/masud-EMSE2022.pdf","https://scholar.google.com/scholar?q=related:IoZvqMxTp_IJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
35,"L Ponzanelli, G Bavota, M Di Penta, R Oliveto…","Prompter",2016,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-015-9397-1","https://scholar.google.com/scholar?cites=8076740664195525040&as_sdt=2005&sciodt=2007&hl=en",86,"2022-09-05 09:28:12","","10.1007/s10664-015-9397-1","","",,,,,35,5.83,7,5,6,"Developers often require knowledge beyond the one they possess, which boils down to asking co-workers for help or consulting additional sources of information, such as Application …","","https://scholar.google.com/scholar?q=related:sKlTeNdYFnAJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
19,"N Juristo, S Vegas","Design patterns in software maintenance: An experiment replication at upm-experiences with the reser'11 joint replication project",2011,"… in Empirical Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6148332/","https://scholar.google.com/scholar?cites=7801757410692640177&as_sdt=2005&sciodt=2007&hl=en",87,"2022-09-05 09:28:12","","","","",,,,,19,1.73,10,2,11,"… There needs to be an infrastructure (usually known in ESE as replication package or laboratory … Not even the most comprehensive replication package will contain all the information …","https://oa.upm.es/11574/1/INVE_MEM_2011_102694.pdf","https://scholar.google.com/scholar?q=related:sS0bkAdpRWwJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
12,"P Thongtanunam, W Shang, AE Hassan","Will this clone be short-lived? Towards a better understanding of the characteristics of short-lived clones",2019,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9645-2","https://scholar.google.com/scholar?cites=4695316247841581318&as_sdt=2005&sciodt=2007&hl=en",88,"2022-09-05 09:28:12","","10.1007/s10664-018-9645-2","","",,,,,12,4.00,4,3,3,"Code clones are created when a developer duplicates a code fragment to reuse existing functionalities. Mitigating clones by refactoring them helps ease the long-term maintenance of …","https://users.encs.concordia.ca/~shang/pubs/EMSE2018_pick.pdf","https://scholar.google.com/scholar?q=related:Bqm3JEAdKUEJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
70,"M Aniche, G Bavota, C Treude, MA Gerosa…","Code smells for model-view-controller architectures",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-017-9540-2","https://scholar.google.com/scholar?cites=323204855456208078&as_sdt=2005&sciodt=2007&hl=en",89,"2022-09-05 09:28:12","HTML","10.1007/s10664-017-9540-2","","",,,,,70,17.50,14,5,4,"… studies is publicly available in a comprehensive replication package (Aniche et al. 2016a). … open coding procedure is reported as part of our replication package (Aniche et al. 2016a), …","https://link.springer.com/article/10.1007/s10664-017-9540-2","https://scholar.google.com/scholar?q=related:zhQmhxpBfAQJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
1,"A Mahadi, NA Ernst, K Tongay","Conclusion stability for natural language based mining of design discussions",2022,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-021-10009-1","https://scholar.google.com/scholar?cites=5934860346190344795&as_sdt=2005&sciodt=2007&hl=en",90,"2022-09-05 09:28:12","","10.1007/s10664-021-10009-1","","",,,,,1,1.00,0,3,1,"… , at the cost of overfitting (detailed results can be found in our replication package). … Our replication package includes complete results including confidence intervals and tests …","https://arxiv.org/pdf/2106.09844","https://scholar.google.com/scholar?q=related:WzI6ZgrcXFIJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
124,"B Vasilescu, A Serebrenik, M Goeminne…","On the variation and specialisation of workload—a case study of the Gnome ecosystem community",2014,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-013-9244-1","https://scholar.google.com/scholar?cites=5623688121092928575&as_sdt=2005&sciodt=2007&hl=en",91,"2022-09-05 09:28:12","","10.1007/s10664-013-9244-1","","",,,,,124,15.50,31,4,8,"… In order to facilitate replication of our case study, we have created a webpage and a replication package Footnote 7 containing the data, tooling, and detailed results of the statistical …","https://www.academia.edu/download/33070127/ese13.pdf","https://scholar.google.com/scholar?q=related:P_RT8YxaC04J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
154,"G Bavota, A Qusef, R Oliveto, A De Lucia…","Are test smells really harmful? an empirical study",2015,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-014-9313-0","https://scholar.google.com/scholar?cites=2822325112375777300&as_sdt=2005&sciodt=2007&hl=en",92,"2022-09-05 09:28:12","","10.1007/s10664-014-9313-0","","",,,,,154,22.00,31,5,7,"… The replication package, containing the raw data of the study is available online (Bavota et al. 2013). Note that, since the test smells Mystery Guest, Resource Optimism, and Test Run …","","https://scholar.google.com/scholar?q=related:FJjSg7zpKicJ:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
26,"TD LaToza, M Arab, D Loksa, AJ Ko","Explicit programming strategies",2020,"Empirical Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-020-09810-1","https://scholar.google.com/scholar?cites=11317672368904910475&as_sdt=2005&sciodt=2007&hl=en",93,"2022-09-05 09:28:12","","10.1007/s10664-020-09810-1","","",,,,,26,13.00,7,4,2,"Software developers solve a diverse and wide range of problems. While software engineering research often focuses on tools to support this problem solving, the strategies that …","https://arxiv.org/pdf/1911.00046","https://scholar.google.com/scholar?q=related:i7bUUA5zEJ0J:scholar.google.com/&scioq=source:%22empirical+software+engineering%22+%22replication+package%22&hl=en&as_sdt=2007&as_ylo=2002&as_yhi=2022"
